Taxa,TS1.2,TS10.2,TS100.2,TS100,TS101.2,TS103.2,TS103,TS104,TS105.2,TS105,TS106.2,TS106,TS107.2,TS107,TS109.2,TS109,TS10,TS11.2,TS110.2,TS110,TS111.2,TS111,TS115.2,TS115,TS116.2,TS116,TS117.2,TS117,TS118.2,TS118,TS119.2,TS119,TS11,TS12.2,TS120.2,TS120,TS124.2,TS124,TS125.2,TS125,TS126.2,TS126,TS127.2,TS127,TS128.2,TS128,TS129.2,TS129,TS12,TS13.2,TS130.2,TS130,TS131.2,TS131,TS132.2,TS132,TS133.2,TS133,TS134.2,TS134,TS135.2,TS135,TS136.2,TS136,TS137.2,TS137,TS138.2,TS138,TS139.2,TS139,TS13,TS140.2,TS140,TS141.2,TS141,TS142.2,TS142,TS143.2,TS143,TS144.2,TS144,TS145.2,TS145,TS146.2,TS146,TS147.2,TS147,TS148,TS149,TS14,TS15.2,TS150,TS151.2,TS151,TS152.2,TS152,TS153,TS154.2,TS155.2,TS155,TS156.2,TS156,TS15,TS160.2,TS160,TS161,TS162.2,TS162,TS163.2,TS163,TS164.2,TS164,TS165.2,TS165,TS166.2,TS166,TS167.2,TS167,TS168.2,TS168,TS169.2,TS169,TS16,TS170.2,TS178.2,TS178,TS179.2,TS179,TS17,TS180,TS181.2,TS181,TS182.2,TS182,TS183.2,TS183,TS184,TS185.2,TS185,TS186,TS19.2,TS190,TS191,TS192,TS193.2,TS193,TS194.2,TS194,TS195.2,TS195,TS19,TS1,TS2.2,TS20.2,TS20,TS21.2,TS21,TS22,TS23,TS25.2,TS25,TS26.2,TS26,TS27.2,TS27,TS28,TS29,TS2,TS3.2,TS30.2,TS30,TS31.2,TS31,TS32.2,TS32,TS33.2,TS33,TS34,TS35,TS37.2,TS37,TS38.2,TS38,TS39.2,TS39,TS3,TS4.2,TS43,TS44,TS49.2,TS49,TS4,TS5.2,TS50.2,TS50,TS51.2,TS51,TS55.2,TS55,TS56.2,TS56,TS57.2,TS57,TS5,TS6.2,TS61.2,TS61,TS62.2,TS62,TS63.2,TS63,TS64.2,TS64,TS65.2,TS65,TS66.2,TS66,TS67.2,TS67,TS68.2,TS68,TS69.2,TS69,TS6,TS7.2,TS70.2,TS70,TS71.2,TS71,TS72,TS73,TS74.2,TS74,TS75.2,TS75,TS76.2,TS76,TS77,TS78.2,TS78,TS7,TS8.2,TS82.2,TS82,TS83.2,TS83,TS84.2,TS84,TS85.2,TS85,TS86.2,TS86,TS87.2,TS87,TS88.2,TS88,TS89.2,TS89,TS8,TS9.2,TS90.2,TS90,TS91.2,TS91,TS92.2,TS92,TS94.2,TS94,TS95.2,TS95,TS96.2,TS96,TS97.2,TS97,TS98.2,TS98,TS99.2,TS9
Rhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robinsoniella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Roseburia,8,42,19,58,19,17,87,19,50,29,22,78,50,34,51,35,82,100,50,10,87,118,16,13,27,14,83,76,25,26,68,39,105,30,21,0,20,48,9,33,9,9,73,34,158,95,49,21,62,15,56,62,16,96,63,30,33,42,90,28,40,159,119,66,43,27,13,40,141,41,55,13,6,123,58,6,13,35,108,25,38,8,30,7,9,38,187,57,374,132,105,133,4,12,2,1,5,20,23,13,35,32,141,5,8,59,55,38,52,75,54,51,5,2,50,114,26,20,24,72,20,10,51,42,52,8,19,2,17,31,13,38,101,133,29,33,223,121,66,28,84,21,33,33,45,53,5,1,75,11,602,28,15,120,482,154,245,146,49,19,11,17,12,11,79,29,30,116,25,33,48,24,83,55,37,15,117,36,82,212,107,34,38,45,187,63,45,97,18,60,257,29,118,14,13,35,164,152,51,111,134,124,202,232,32,19,9,148,42,43,71,60,70,23,71,133,25,65,12,88,154,72,71,133,42,29,12,34,16,16,71,53,50,419,234,101,129,223,53,20,300,10,36,22,81,60,40,22,98,54,19,79,21,82,65,83,86,33,132,150,50,28,69,13,43,12,26,24,68,45,34,40,28,151,51,25,88,270
Rothia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus,12,0,24,25,3,0,0,10,3,9,0,12,0,0,55,25,0,0,31,54,85,26,8,23,7,26,29,27,0,1,58,67,0,0,3,2,36,45,0,1,19,9,18,57,97,86,15,11,0,28,0,12,0,0,10,9,13,17,64,0,23,21,191,93,26,95,0,56,33,119,88,5,29,14,9,0,0,15,1,5,30,23,0,86,76,116,55,113,0,639,24,1,77,38,102,59,58,51,62,40,59,26,354,7,10,7,0,0,0,0,0,0,59,58,60,0,10,83,46,12,60,121,134,4,24,1,6,3,45,8,24,67,55,75,3,10,8,0,1,5,0,47,0,20,38,17,30,45,29,42,1,148,38,42,680,42,125,0,0,85,265,39,188,23,1207,307,3,868,5,12,49,59,495,43,1,7,207,16,21,88,96,15,33,7,48,89,0,17,0,1,0,2,0,0,74,0,3,0,0,0,36,5,4,8,3,144,24,2,2,39,15,84,7,19,26,152,30,47,20,68,37,42,0,122,42,86,47,57,39,91,40,53,59,2,1,27,15,0,0,4,144,4,33,3,11,29,5,5,16,54,68,154,12,35,56,0,53,24,534,7,111,50,24,13,2,0,87,33,61,69,48,13,0,15,1,50,21,249
Sarcina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
Slackia,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,9,10,0,0,0,1,0,0,0,0,5,1,1,3,0,2,0,0,33,3,0,0,1,0,0,3,3,49,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneathia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solirubrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Sphingomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporacetigenium,0,0,54,25,0,0,0,0,0,0,3,33,24,2,0,0,4,3,0,0,0,0,0,0,2,1,4,0,0,0,9,0,0,1,0,0,0,0,0,0,14,0,1,19,21,28,3,2,0,1,0,0,4,8,40,0,1,0,0,5,0,0,6,0,1,2,0,0,0,0,0,5,0,0,4,0,0,2,16,0,0,0,0,0,8,9,0,16,19,75,1,0,0,45,0,0,0,4,0,7,12,0,0,0,0,0,0,0,6,0,3,0,5,0,3,0,55,4,3,0,0,0,0,0,4,26,0,25,0,0,0,1,0,4,3,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,8,0,0,7,6,0,3,5,0,5,6,0,0,11,0,28,0,0,0,3,0,0,1,0,0,0,13,29,12,3,0,14,15,0,0,0,0,0,3,31,0,0,0,0,19,6,18,5,0,0,0,1,0,15,0,47,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,5,2,0,34,0,0,0,7,0,0,0,0,0,0,0,56,1,0,0,0,0,2,6,0,0,0,10,0,0,0,0,0,0,40,0,0,1,1,0,13,2,9,3,1,3,50,1,0,0,1,13,0,0
Sporobacter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,0,0,9,0,1,0,0,0,0,4,0,0,2,1,0,0,0,7,0,0,1,0,0,0,6,3,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,14,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,1,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,10,0,0,0,0,6,0,15,2,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,13
Streptococcus,0,1,9,4,7,3,2,1,0,1,20,25,11,11,1,1,7,5,1,8,14,39,1,0,1,2,0,3,2,0,1,2,8,11,13,0,3,1,0,1,393,332,0,1,13,17,1,8,23,5,1,0,2,2,18,2,3,12,5,0,3,1,1,1,1,0,1,1,2,9,7,1,0,16,16,3,2,12,2,20,69,0,2,0,0,4,9,1,29,72,19,9,5,1,2,0,1,0,0,0,4,19,17,0,0,0,0,0,3,4,0,3,0,1,31,1,3,0,0,2,2,2,34,9,10,9,3,5,0,0,9,5,5,3,38,6,2,4,4,1,13,5,1,0,1,0,0,3,1,1,5,0,1,4,2,6,12,97,47,8,61,8,19,21,55,4,0,1,177,2,0,1,30,8,1,3,79,2,9,13,0,26,40,3,3,1,0,1,40,10,14,0,3,8,31,7,19,2,3,2,1,9,5,3,18,4,2,12,1,7,0,1,2,2,4,0,1,0,2,1,1,1,433,9,5,3,0,6,12,9,2,0,7,0,1,14,33,9,19,0,2,0,3,4,1,0,6,0,0,0,0,1,3,15,1,1,0,1,2,20,58,47,9,5,6,0,0,2,7,5,6,25,3,6,2,1,0,12
Subdoligranulum,52,8,13,33,34,25,5,10,4,7,4,0,104,23,1,15,11,1,38,160,29,39,8,16,6,22,28,30,56,14,146,133,0,44,38,6,6,15,0,0,13,39,32,36,127,61,23,5,82,12,22,3,0,1,44,23,58,78,75,39,25,64,71,59,284,22,5,42,25,163,327,15,14,21,8,53,78,115,134,87,33,15,43,19,8,147,67,8,37,934,20,68,28,23,68,112,66,24,14,18,71,37,276,9,12,7,0,0,26,21,8,19,18,105,19,16,297,314,241,172,45,66,154,24,20,32,27,82,14,54,26,65,96,84,2,27,10,52,115,14,2,75,43,28,221,51,48,24,89,58,2,242,10,2,20,60,377,0,3,42,60,36,67,9,87,261,409,194,61,0,5,90,381,31,107,38,371,36,8,21,25,6,94,12,67,226,45,10,3,7,582,53,18,0,0,21,204,9,3,0,4,0,0,135,10,20,0,7,0,3,1,100,69,63,68,85,38,8,1,15,12,5,1,24,12,128,60,33,6,25,0,58,21,0,0,74,46,0,10,4,47,12,18,2,55,30,31,17,127,47,20,254,29,61,12,0,106,167,542,31,35,72,40,16,25,19,51,100,126,122,41,46,0,11,11,0,4,148
Succiniclasticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Sutterella,0,0,1,6,0,54,15,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,1,5,1,5,87,59,0,0,0,0,1,0,31,2,0,4,1,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,69,0,0,29,4,11,11,19,71,77,0,0,0,0,11,3,4,33,0,0,0,0,73,74,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,8,0,0,0,1,0,16,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,14,1,0,0,1,0,1,2,43,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,79,154,0,31,0,0,1,0,1,1,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1,0,0,0,0,0,7,9,0,0,89,0,0,0,6,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,6,13,1,7,17,4,0,0,3,1,0,2,0,0,0,0,0,0,0,0,13,16,30,0,2,1,0,0,0,0,2,0,0,0,0,0,19,30,0,0,0,0
Syntrophococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tepidibacter,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,3,0,0,0,1,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,18,3,0,0,1,0,0,0,2,0,0,0,9,0,0,0,0,4,19,0,0,0,0,14,0,14,9,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,9,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,7,0,0,1,0,0,0,0,0,4,0,0,0,1,0,7,0,1,0,0,3,1,2,0,22,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,35,0,0,1,0,0,0,1,0,0,2,0,5,0,0,0,0,0,0,0
Turicibacter,0,0,0,0,0,1,0,0,0,0,0,1,20,5,0,0,1,0,0,1,2,12,1,4,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,1,2,2,15,0,17,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,5,0,0,1,2,1,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,2,19,39,4,31,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,1,15,10,1,7,6,2,23,1,0,0,0,2,0,1,0,1,0,0,1,0,1,0,9,2,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,2,0,14,0,0,36,8,149,157,84,35,86,475,1,0,16,0,0,0,0,1,0,0,0,0,0,12,5,0,0,0,9,2,0,0,2,0,0,0,0,1,0,4,0,30,2,1,2,0,0,0,0,0,4,0,2,0,0,0,0,37,8,2,0,0,0,0,0,0,0,0,1,13,3,0,0,24,0,0,0,1,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,1,0,0,0,2,0,2,5,0,0,0,0
Uknown,206,196,429,365,564,408,248,287,157,599,372,475,507,333,340,316,447,580,1000,535,645,927,242,254,387,1114,290,311,477,238,657,562,460,476,303,16,310,679,897,668,238,299,568,681,672,476,272,407,413,291,273,300,895,614,539,409,353,120,276,237,230,291,696,612,461,234,215,952,387,690,1308,160,337,278,177,198,412,364,485,269,153,304,240,344,320,562,485,1490,1067,3582,425,3099,588,734,373,559,742,342,672,599,370,265,2435,136,183,209,479,235,309,314,430,425,772,760,1007,347,1046,430,815,444,545,511,527,302,372,342,338,718,151,265,190,395,723,595,298,174,340,466,573,253,1258,489,282,840,350,310,371,382,772,456,1446,783,434,373,2008,944,2447,1748,548,884,1770,1137,2505,553,2093,722,413,2757,312,717,2306,1058,3333,735,961,361,3496,313,649,728,369,422,954,340,607,1143,465,575,254,783,2049,1223,927,1180,3887,383,1447,1090,914,1938,706,1014,3536,4600,621,762,177,1074,180,691,382,556,524,1005,609,2713,799,513,174,322,333,605,680,879,523,414,364,431,615,335,607,398,516,343,368,533,287,363,370,121,1399,80,144,224,642,303,317,186,298,773,156,638,494,577,232,211,532,381,2143,312,654,356,489,190,748,589,520,372,332,364,784,287,634,270,199,424,191,1157
